x,y,width,height,result
0.8870192,0.5168269,0.1826923,0.1081731,5
0.9254808,0.5769231,0.1947115,0.1370192,29
0.2740385,0.6394231,0.1322115,0.1177885,55
0.7620192,0.5697116,0.1466346,0.1033654,49
0.5360577,0.9230769,0.08653846,0.1995192,22
0.2884615,0.6802884,0.1346154,0.1370192,55
0.4903846,0.5360577,0.07932692,0.1009615,61
0.4086539,0.08173077,0.0985577,0.1995192,24
0.6634616,0.8798077,0.1201923,0.1923077,16
0.7596154,0.4735577,0.1442308,0.1298077,52
0.09375,0.4230769,0.1899038,0.1033654,33
0.07692308,0.5552884,0.1947115,0.125,30
0.2091346,0.6201923,0.15625,0.1418269,7
0.7283654,0.3052885,0.1370192,0.1730769,43
0.6923077,0.4471154,0.125,0.1129808,12
0.7019231,0.90625,0.1298077,0.1947115,36
0.78125,0.6706731,0.1490385,0.1466346,14
0.5120192,0.9182692,0.08413462,0.2163462,2
0.2379808,0.4326923,0.1466346,0.1177885,53
0.8389423,0.8004808,0.1682692,0.1754808,34
0.3846154,0.1490385,0.0985577,0.1850962,4
0.3149039,0.1370192,0.1177885,0.1875,24
0.7379808,0.6225961,0.1394231,0.1322115,54
0.46875,0.4831731,0.07932692,0.08653846,60
0.6466346,0.7307692,0.1105769,0.1370192,41
0.1033654,0.65625,0.1826923,0.1442308,27
0.1057692,0.65625,0.1778846,0.1442308,27
0.8173077,0.8269231,0.1634615,0.1899038,21
0.2451923,0.5120192,0.1442308,0.08413462,50
0.3245192,0.1322115,0.1177885,0.1971154,24
0.4471154,0.9278846,0.08653846,0.2259615,22
0.5,0.7427884,0.07692308,0.1754808,42
0.3533654,0.3004808,0.1105769,0.1706731,51
0.6514423,0.3197115,0.1129808,0.15625,17
0.6153846,0.8293269,0.1057692,0.2091346,16
0.7283654,0.3653846,0.1322115,0.1225962,43
0.3245192,0.1201923,0.1177885,0.1850962,24
0.7451923,0.1706731,0.1418269,0.2043269,37
0.2403846,0.4951923,0.1490385,0.1201923,50
0.3269231,0.4014423,0.1153846,0.0985577,8
0.7379808,0.8677884,0.1394231,0.1899038,21
0.5697116,0.2620192,0.0889423,0.1370192,0
0.7427884,0.7379808,0.1418269,0.1682692,1
0.5120192,0.3581731,0.08413462,0.1370192,19
0.9230769,0.4759615,0.1947115,0.1274038,25
0.2427885,0.4447115,0.1442308,0.1225962,53
0.3461539,0.1322115,0.1105769,0.2163462,24
0.3389423,0.08653846,0.1153846,0.2163462,24
0.5096154,0.34375,0.07692308,0.1225962,19
0.3677885,0.3028846,0.1105769,0.1586538,51
0.1057692,0.7139423,0.1802885,0.1730769,27
0.90625,0.6274039,0.1875,0.1370192,29
0.4158654,0.7403846,0.0889423,0.1730769,58
0.2043269,0.4278846,0.1538462,0.1225962,13
0.2596154,0.6057692,0.1370192,0.125,47
0.2524039,0.8341346,0.1394231,0.2067308,26
0.7764423,0.4927885,0.1538462,0.1153846,45
0.5793269,0.2331731,0.09615385,0.1682692,40
0.4903846,0.4831731,0.08413462,0.09375,61
0.5817308,0.7644231,0.09375,0.1682692,56
0.8942308,0.4134615,0.1826923,0.1081731,12
0.2884615,0.6730769,0.1274038,0.1586538,55
0.6802884,0.6875,0.1201923,0.1658654,41
0.5817308,0.78125,0.09375,0.1730769,56
0.8918269,0.5793269,0.1754808,0.09375,9
0.7764423,0.8485577,0.1538462,0.1923077,21
0.7475961,0.6322116,0.1394231,0.1105769,54
0.1418269,0.6610577,0.1706731,0.1201923,7
0.7860577,0.7596154,0.1514423,0.1826923,1
0.8341346,0.7644231,0.1706731,0.1706731,14
0.4855769,0.3557692,0.07451923,0.1346154,19
0.07932692,0.6105769,0.1875,0.125,27
0.3653846,0.7091346,0.1129808,0.1682692,46
0.7067308,0.4302885,0.1322115,0.1057692,12
0.71875,0.6610577,0.1370192,0.1322115,54
0.8197116,0.8028846,0.1634615,0.1754808,21
0.7235577,0.8822116,0.1394231,0.2211538,21
0.8173077,0.2163462,0.1610577,0.1730769,23
0.6875,0.7067308,0.1225962,0.1394231,41
0.2379808,0.4182692,0.1490385,0.1081731,53
0.2211538,0.3485577,0.1490385,0.15625,13
0.6466346,0.9230769,0.1129808,0.2331731,36
0.2572115,0.3774039,0.1418269,0.1346154,53
0.3221154,0.5649039,0.1225962,0.1274038,7
0.3918269,0.09375,0.0985577,0.1923077,24
0.8581731,0.2211538,0.1754808,0.1947115,23
0.5336539,0.06009615,0.07932692,0.2403846,39
0.7644231,0.5985577,0.1466346,0.1201923,49
0.3341346,0.1298077,0.1153846,0.2067308,24
0.6442308,0.9134616,0.1105769,0.1947115,36
0.7836539,0.1586538,0.1490385,0.1947115,37
0.6418269,0.8846154,0.1129808,0.1875,16
0.3509615,0.1105769,0.1177885,0.1923077,24
0.7211539,0.7908654,0.1370192,0.2019231,1
0.8100961,0.8100961,0.1586538,0.2019231,21
0.5721154,0.7860577,0.0889423,0.1802885,56
0.3581731,0.3725961,0.1129808,0.1370192,8
0.2524039,0.6153846,0.1418269,0.1153846,47
0.3653846,0.7427884,0.1105769,0.1778846,6
0.4302885,0.2283654,0.09375,0.1875,44
0.8557692,0.7860577,0.1706731,0.1923077,34
0.5673077,0.1538462,0.09375,0.1995192,0
0.6850961,0.71875,0.1274038,0.1538462,41
0.3004808,0.6610577,0.1225962,0.15625,55
0.7259616,0.1418269,0.1370192,0.1947115,37
0.7572116,0.3100961,0.1466346,0.1322115,3
0.3557692,0.7908654,0.1105769,0.1947115,6
0.8413461,0.6538461,0.1658654,0.125,9
0.1682692,0.7716346,0.1634615,0.1538462,35
0.9110577,0.6442308,0.1875,0.1466346,29
0.7139423,0.6634616,0.125,0.1442308,54
0.5504808,0.7403846,0.07932692,0.1778846,42
0.6947116,0.2764423,0.125,0.1538462,17
0.65625,0.7548077,0.1177885,0.1730769,41
0.7379808,0.6802884,0.1394231,0.1586538,54
0.3341346,0.2932692,0.1201923,0.1538462,51
0.06971154,0.4759615,0.1923077,0.0889423,30
0.1658654,0.2427885,0.1658654,0.1490385,28
0.7692308,0.4302885,0.1442308,0.1129808,52
0.7067308,0.8028846,0.1298077,0.1899038,1
0.6298077,0.1490385,0.1105769,0.1802885,0
0.5432692,0.6081731,0.07692308,0.1153846,16
0.2379808,0.2211538,0.1442308,0.1514423,11
0.6971154,0.1923077,0.1225962,0.1899038,17
0.5192308,0.2211538,0.08653846,0.1778846,59
0.8942308,0.7067308,0.1826923,0.1418269,34
0.5,0.9254808,0.07692308,0.2211538,22
0.1971154,0.6057692,0.1586538,0.1370192,7
0.6057692,0.9134616,0.1009615,0.1899038,36
0.7692308,0.1658654,0.1466346,0.2067308,37
0.25,0.84375,0.1394231,0.1995192,26
0.5168269,0.6995192,0.07932692,0.1658654,2
0.6466346,0.2596154,0.1105769,0.1778846,57
0.25,0.6033654,0.1394231,0.1298077,47
0.34375,0.2716346,0.1081731,0.1394231,51
0.7235577,0.6802884,0.1322115,0.1274038,54
0.4855769,0.5072116,0.07692308,0.09615385,61
0.6850961,0.3870192,0.1177885,0.1081731,3
0.2692308,0.4086539,0.1394231,0.1105769,53
0.7668269,0.4543269,0.1442308,0.1322115,52
0.3004808,0.8846154,0.125,0.1995192,26
0.78125,0.8341346,0.1514423,0.1754808,21
0.8365384,0.59375,0.1682692,0.1153846,9
0.7235577,0.3485577,0.1346154,0.1490385,43
0.4855769,0.5168269,0.08413462,0.09615385,61
0.3341346,0.7067308,0.1129808,0.1274038,46
0.4615385,0.7524039,0.07692308,0.1514423,58
0.5841346,0.2307692,0.0889423,0.1538462,40
0.7211539,0.3557692,0.1298077,0.1418269,43
0.5504808,0.07451923,0.08173077,0.2139423,39
0.3341346,0.2692308,0.1153846,0.1682692,51
0.5264423,0.4879808,0.07451923,0.08653846,60
0.2067308,0.2091346,0.15625,0.1923077,31
0.5432692,0.3846154,0.08173077,0.1298077,0
0.5120192,0.07692308,0.07932692,0.1923077,39
0.09134615,0.3918269,0.1923077,0.1490385,33
0.3677885,0.2740385,0.1033654,0.1298077,51
0.6442308,0.7548077,0.1081731,0.1466346,16
0.3918269,0.6274039,0.1033654,0.1490385,15
0.3100961,0.3125,0.1177885,0.1274038,48
0.4038461,0.07451923,0.0985577,0.2019231,24
0.4855769,0.4879808,0.07932692,0.1081731,61
0.2235577,0.3822115,0.1442308,0.1009615,13
0.7644231,0.5360577,0.1418269,0.1177885,49
0.6826923,0.7163461,0.125,0.1610577,41
0.3100961,0.78125,0.1298077,0.1682692,6
0.7403846,0.1201923,0.1346154,0.1971154,37
0.8221154,0.1850962,0.1658654,0.2019231,23
0.2379808,0.5985577,0.1490385,0.1442308,47
0.7331731,0.7524039,0.1394231,0.1514423,1
0.5360577,0.5,0.08413462,0.1009615,60
0.6057692,0.3221154,0.1009615,0.1490385,17
0.3533654,0.7211539,0.1129808,0.1370192,46
0.3894231,0.7355769,0.1009615,0.1370192,46
0.8341346,0.5552884,0.1706731,0.1033654,9
0.8125,0.3725961,0.1586538,0.1370192,12
0.3990385,0.6033654,0.1009615,0.1274038,15
0.5432692,0.04326923,0.08173077,0.2427885,39
0.2091346,0.2067308,0.1538462,0.1730769,31
0.8557692,0.7427884,0.1730769,0.1442308,34
0.3653846,0.1370192,0.1129808,0.1826923,4
0.1081731,0.3581731,0.1850962,0.125,33
0.7788461,0.4903846,0.1466346,0.1129808,45
0.4855769,0.59375,0.08173077,0.1105769,18
0.7956731,0.4375,0.1538462,0.1225962,12
0.2764423,0.5168269,0.1370192,0.1274038,10
0.4759615,0.8100961,0.08173077,0.1947115,2
0.6153846,0.7740384,0.1009615,0.1658654,16
0.5072116,0.9471154,0.07451923,0.2163462,22
0.8798077,0.7043269,0.1826923,0.1610577,34
0.1490385,0.2908654,0.1682692,0.1274038,28
0.4350961,0.9158654,0.09134615,0.21875,38
0.1033654,0.6634616,0.1875,0.1610577,27
0.2427885,0.4975961,0.1466346,0.1346154,50
0.2620192,0.6129808,0.1418269,0.1466346,47
0.6274039,0.7884616,0.1105769,0.1947115,16
0.3269231,0.3269231,0.1153846,0.1322115,51
0.3557692,0.09615385,0.1153846,0.2067308,24
0.2019231,0.8052884,0.1586538,0.1706731,35
0.7596154,0.4110577,0.1490385,0.1129808,52
0.5697116,0.9086539,0.0889423,0.2115385,22
0.3918269,0.4711539,0.0985577,0.08173077,13
0.07211538,0.4567308,0.1923077,0.09134615,30
0.3365385,0.4134615,0.1201923,0.1177885,13
0.4879808,0.5144231,0.08413462,0.1153846,61
0.7307692,0.3341346,0.1346154,0.1586538,43
0.34375,0.2836539,0.1177885,0.1802885,51
0.6514423,0.2572115,0.1177885,0.1754808,57
0.6322116,0.2716346,0.1057692,0.1370192,57
0.6153846,0.3581731,0.1057692,0.1466346,17
0.53125,0.4663461,0.08653846,0.09375,60
0.2596154,0.625,0.1418269,0.1298077,47
0.9182692,0.6081731,0.1875,0.1298077,29
0.3149039,0.7331731,0.1274038,0.1586538,6
0.6875,0.7668269,0.1201923,0.1418269,1
0.3581731,0.75,0.1081731,0.1634615,46
0.3293269,0.2740385,0.1201923,0.1610577,51
0.625,0.08653846,0.1009615,0.2091346,20
0.5649039,0.9254808,0.08653846,0.2019231,22
0.5889423,0.09375,0.09375,0.1947115,20
0.2475962,0.4254808,0.1418269,0.1346154,53
0.5528846,0.9495192,0.0889423,0.2331731,22
0.07932692,0.5192308,0.1947115,0.1081731,30
0.7043269,0.2884615,0.1298077,0.1754808,43
0.7692308,0.5793269,0.1466346,0.1081731,49
0.7331731,0.6514423,0.1322115,0.1538462,54
0.2427885,0.5096154,0.1442308,0.08653846,50
0.6153846,0.2692308,0.0985577,0.1586538,40
0.5528846,0.2163462,0.0889423,0.1802885,40
0.7067308,0.2211538,0.1298077,0.1923077,17
0.1730769,0.6538461,0.1586538,0.1418269,7
0.7692308,0.4495192,0.1442308,0.09134615,52
0.09134615,0.4831731,0.1826923,0.08413462,30
0.5,0.7836539,0.07932692,0.1802885,42
0.9230769,0.4350961,0.1899038,0.1153846,25
0.5865384,0.0889423,0.09615385,0.1971154,20
0.07932692,0.5552884,0.1947115,0.1081731,30
0.3461539,0.7379808,0.1105769,0.15625,46
0.8485577,0.7764423,0.1634615,0.1466346,34
0.6538461,0.3100961,0.1153846,0.1394231,17
0.3653846,0.09375,0.1105769,0.2091346,24
0.6778846,0.7740384,0.125,0.1802885,1
0.7139423,0.1225962,0.1346154,0.1802885,37
0.8461539,0.5264423,0.1658654,0.1105769,5
0.3341346,0.5697116,0.1153846,0.1153846,7
0.2355769,0.5480769,0.1418269,0.1081731,50
0.7548077,0.34375,0.1394231,0.1394231,3
0.1346154,0.7427884,0.1802885,0.1682692,35
0.5552884,0.5865384,0.08173077,0.1322115,16
0.6634616,0.71875,0.1201923,0.1442308,41
0.4663461,0.8870192,0.08173077,0.2235577,2
0.2620192,0.5793269,0.1346154,0.09375,47
0.6947116,0.2548077,0.125,0.1826923,17
0.3774039,0.7548077,0.1033654,0.1850962,46
0.3004808,0.8461539,0.1298077,0.2019231,6
0.21875,0.7692308,0.15625,0.1971154,15
0.3028846,0.6466346,0.1274038,0.1466346,15
0.7427884,0.1490385,0.1418269,0.2043269,17
0.7115384,0.6754808,0.1322115,0.125,54
0.2427885,0.6466346,0.1394231,0.1514423,7
0.9350961,0.6105769,0.1971154,0.1153846,29
0.4326923,0.07932692,0.08413462,0.1947115,39
0.6778846,0.2956731,0.1201923,0.1370192,57
0.7043269,0.2836539,0.1322115,0.1418269,17
0.8341346,0.2043269,0.1658654,0.1754808,23
0.8725961,0.6682692,0.1778846,0.1322115,9
0.6875,0.6899039,0.125,0.1658654,41
0.78125,0.6394231,0.1490385,0.1105769,9
0.4735577,0.2139423,0.08173077,0.1947115,59
0.875,0.6634616,0.1802885,0.1442308,9
0.7836539,0.4855769,0.1466346,0.1057692,45
0.5048077,0.4134615,0.07692308,0.1009615,19
0.8942308,0.6899039,0.1826923,0.1634615,34
0.7788461,0.5120192,0.1514423,0.1225962,45
0.1466346,0.7379808,0.1682692,0.1538462,35
0.5192308,0.06490385,0.08173077,0.2427885,39
0.6899039,0.3461539,0.1225962,0.1538462,43
0.3677885,0.9206731,0.1057692,0.2043269,38
0.2475962,0.4375,0.1418269,0.1225962,53
0.4110577,0.5865384,0.09615385,0.1057692,15
0.7019231,0.6802884,0.1322115,0.1610577,41
0.2019231,0.4807692,0.1586538,0.1201923,10
0.2331731,0.5288461,0.1466346,0.1274038,50
0.6346154,0.6971154,0.1105769,0.1610577,1
0.1971154,0.2235577,0.15625,0.1658654,28
0.6754808,0.2716346,0.1177885,0.1490385,57
0.2572115,0.8629808,0.1418269,0.2211538,26
0.3365385,0.5192308,0.1201923,0.125,10
0.3870192,0.2884615,0.0985577,0.1514423,44
0.6754808,0.7139423,0.1201923,0.1610577,41
0.5841346,0.08653846,0.09375,0.1850962,20
0.1033654,0.6706731,0.1850962,0.125,27
0.5408654,0.7668269,0.07692308,0.1442308,42
0.1225962,0.3581731,0.1802885,0.1538462,33
0.90625,0.4206731,0.1899038,0.1370192,32
0.1394231,0.6778846,0.1730769,0.15625,27
0.3197115,0.3221154,0.1177885,0.1466346,8
0.2259615,0.4423077,0.1514423,0.1153846,13
0.5216346,0.4206731,0.08413462,0.1009615,19
0.6033654,0.7860577,0.09375,0.1875,56
0.6995192,0.6923077,0.125,0.1274038,54
0.7524039,0.4350961,0.1466346,0.1033654,52
0.8052884,0.4711539,0.1514423,0.07932692,5
0.8317308,0.2235577,0.1682692,0.1778846,23
0.1682692,0.7403846,0.1682692,0.1875,35
0.4711539,0.8100961,0.07932692,0.1706731,2
0.7524039,0.3317308,0.1394231,0.1177885,3
0.7283654,0.6923077,0.1298077,0.1394231,14
0.4519231,0.2572115,0.07932692,0.1586538,44
0.5264423,0.5168269,0.08173077,0.1129808,60
0.6730769,0.7211539,0.1201923,0.1466346,41
0.2403846,0.4302885,0.1418269,0.1009615,53
0.7115384,0.6682692,0.1346154,0.15625,54
0.3197115,0.3149039,0.1153846,0.1201923,51
0.6298077,0.7283654,0.1057692,0.1466346,56
0.2475962,0.5817308,0.1442308,0.1033654,47
0.4375,0.1899038,0.09134615,0.1826923,4
0.7836539,0.4543269,0.1514423,0.1105769,12
0.7620192,0.3966346,0.1418269,0.1274038,52
0.7355769,0.3894231,0.1346154,0.1081731,52
0.2908654,0.3293269,0.1346154,0.1322115,48
0.7692308,0.4855769,0.1442308,0.1225962,45
0.5264423,0.8413461,0.08653846,0.1778846,2
0.5,0.4855769,0.08173077,0.09134615,60
0.07932692,0.5288461,0.1947115,0.125,30
0.6081731,0.7596154,0.1033654,0.1490385,56
0.4110577,0.2716346,0.09375,0.1346154,44
0.5048077,0.4711539,0.08413462,0.1298077,61
0.25,0.4735577,0.1442308,0.1129808,53
0.3365385,0.21875,0.1177885,0.15625,11
0.8677884,0.7884616,0.1802885,0.1947115,34
0.65625,0.8052884,0.1177885,0.1754808,16
0.5,0.9302884,0.08173077,0.2235577,22
0.9158654,0.3822115,0.1947115,0.1322115,32
0.2355769,0.4278846,0.1418269,0.1201923,53
0.6394231,0.0985577,0.1129808,0.1923077,20
0.4038461,0.2451923,0.09615385,0.1754808,44
0.8990384,0.3557692,0.1875,0.1201923,32
0.3004808,0.3485577,0.1298077,0.1177885,48
0.9158654,0.6394231,0.1850962,0.1225962,29
0.7788461,0.7836539,0.1490385,0.1538462,1
0.6466346,0.7644231,0.1081731,0.1850962,41
0.5,0.4951923,0.07932692,0.125,61
0.1298077,0.6923077,0.1778846,0.1370192,27
0.8942308,0.3245192,0.1778846,0.1298077,32
0.5360577,0.2259615,0.07692308,0.1586538,59
0.3725961,0.8870192,0.1081731,0.2139423,38
0.6730769,0.71875,0.1153846,0.1634615,41
0.4038461,0.3125,0.0985577,0.1538462,4
0.2331731,0.4759615,0.1490385,0.1346154,50
0.6009616,0.8774039,0.09615385,0.2115385,16
0.7668269,0.5793269,0.1442308,0.1129808,49
0.7043269,0.3341346,0.125,0.1394231,3
0.7163461,0.3245192,0.1298077,0.1466346,43
0.6730769,0.6826923,0.1225962,0.1658654,41
0.6105769,0.1538462,0.1033654,0.1706731,0
0.9014423,0.3076923,0.1802885,0.1346154,32
0.8389423,0.2043269,0.1634615,0.1947115,23
